#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
 1.3790E-02  -1.9828E-02  -2.5146E-02   1.9979E+03   1.5194E+00  -1.0285E+00   1.8348E+00   2.6204E+02   8.4418E-15   4.7034E+03   5.0475E+00  -3.4168E+00   1.0282E+00
 1.2239E-02  -1.8743E-02  -2.3253E-02   2.1000E+03   1.4309E+00  -1.0363E+00   1.7667E+00   2.6204E+02   5.8089E-15   4.7036E+03   4.7537E+00  -3.4429E+00   1.0089E+00
 1.0809E-02  -1.7670E-02  -2.1465E-02   2.1993E+03   1.3207E+00  -1.0260E+00   1.6724E+00   2.6204E+02   4.0651E-15   4.7037E+03   4.3878E+00  -3.4086E+00   9.8160E-01
 9.4928E-03  -1.6611E-02  -1.9775E-02   2.2932E+03   1.1872E+00  -9.9087E-01   1.5464E+00   2.6204E+02   2.9116E-15   4.7039E+03   3.9443E+00  -3.2921E+00   9.4387E-01
 8.2864E-03  -1.5566E-02  -1.8179E-02   2.3795E+03   1.0312E+00  -9.2701E-01   1.3866E+00   2.6204E+02   2.1176E-15   4.7040E+03   3.4261E+00  -3.0801E+00   8.9377E-01
 7.1851E-03  -1.4536E-02  -1.6671E-02   2.4560E+03   8.5219E-01  -8.2823E-01   1.1884E+00   2.6204E+02   1.5904E-15   4.7042E+03   2.8316E+00  -2.7520E+00   8.2740E-01
 6.1848E-03  -1.3524E-02  -1.5247E-02   2.5200E+03   6.5139E-01  -6.8654E-01   9.4639E-01   2.6204E+02   1.3157E-15   4.7044E+03   2.1645E+00  -2.2813E+00   7.3836E-01
 5.2805E-03  -1.2529E-02  -1.3903E-02   2.5683E+03   4.3260E-01  -4.9561E-01   6.5785E-01   2.6204E+02   1.2038E-15   4.7046E+03   1.4375E+00  -1.6469E+00   6.1559E-01
 4.4674E-03  -1.1554E-02  -1.2633E-02   2.5979E+03   2.0181E-01  -2.5157E-01   3.2251E-01   2.6204E+02   1.2196E-15   4.7048E+03   6.7063E-01  -8.3599E-01   4.3101E-01
 3.7415E-03  -1.0600E-02  -1.1433E-02   2.6062E+03  -3.2367E-02   4.6976E-02   5.7047E-02   2.6204E+02   1.4060E-15   4.7050E+03  -1.0756E-01   1.5612E-01   1.8124E-01
