#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
-3.3617E-02  -3.6957E-02  -4.1605E-02  -5.0968E+01   2.8507E+00  -2.6077E+00   3.8635E+00   2.7164E+02   1.1209E-07   6.8877E+01   1.0809E+00  -1.0077E+00   3.8756E+00
-3.4746E-02  -3.5867E-02  -4.0035E-02  -4.1743E+01   2.4183E+00  -2.3470E+00   3.3699E+00   2.7166E+02   9.9075E-08   6.7022E+01   8.9245E-01  -8.9219E-01   3.6208E+00
-3.5857E-02  -3.4757E-02  -3.8464E-02  -3.9928E+01   2.1641E+00  -2.1517E+00   3.0517E+00   2.7183E+02   8.3516E-08   5.8956E+01   7.9849E-01  -7.9826E-01   3.4449E+00
-3.6948E-02  -3.3628E-02  -3.6894E-02  -3.4738E+01   2.3525E+00  -2.5529E+00   3.4715E+00   2.7175E+02   8.3773E-08   6.3463E+01   8.9123E-01  -9.5547E-01   3.6733E+00
-3.7977E-02  -3.2444E-02  -3.5324E-02  -2.2021E+01   2.2233E+00  -2.6428E+00   3.4537E+00   2.7157E+02   8.4178E-08   7.1527E+01   8.1668E-01  -1.0083E+00   3.6654E+00
-3.8966E-02  -3.1223E-02  -3.3753E-02  -1.8170E+01   1.7665E+00  -2.1390E+00   2.7741E+00   2.7176E+02   6.5975E-08   6.1501E+01   6.3903E-01  -7.8899E-01   3.2850E+00
-3.9955E-02  -3.0002E-02  -3.2182E-02  -1.7448E+01   1.8669E+00  -2.4071E+00   3.0462E+00   2.7183E+02   5.8997E-08   5.8899E+01   7.0958E-01  -8.7611E-01   3.4399E+00
-4.0877E-02  -2.8733E-02  -3.0612E-02  -3.6372E+00   1.9566E+00  -2.8669E+00   3.4710E+00   2.7149E+02   6.7889E-08   7.4905E+01   7.1102E-01  -1.0947E+00   3.6736E+00
-4.1732E-02  -2.7416E-02  -2.9042E-02   2.0309E+00   1.4644E+00  -2.2103E+00   2.6514E+00   2.7171E+02   5.0850E-08   6.3611E+01   5.2612E-01  -8.1006E-01   3.2117E+00
-4.2587E-02  -2.6100E-02  -2.7472E-02   4.5513E+00   1.4250E+00  -2.2411E+00   2.6558E+00   2.7180E+02   4.4215E-08   5.9623E+01   5.2741E-01  -8.1204E-01   3.2133E+00
-4.3395E-02  -2.4756E-02  -2.5902E-02   1.2902E+01   1.4419E+00  -2.5503E+00   2.9297E+00   2.7160E+02   4.5417E-08   6.9074E+01   5.2308E-01  -9.4362E-01   3.3752E+00
-4.4132E-02  -2.3370E-02  -2.4333E-02   2.0327E+01   1.1860E+00  -2.2534E+00   2.5464E+00   2.7162E+02   3.7864E-08   6.7560E+01   4.1955E-01  -8.2335E-01   3.1477E+00
-4.4845E-02  -2.1970E-02  -2.2762E-02   2.3851E+01   1.0244E+00  -2.0141E+00   2.2596E+00   2.7175E+02   2.9912E-08   6.1174E+01   3.6883E-01  -7.2381E-01   2.9646E+00
-4.5533E-02  -2.0559E-02  -2.1192E-02   2.8608E+01   9.9176E-01  -2.1687E+00   2.3847E+00   2.7168E+02   2.6887E-08   6.4531E+01   3.6405E-01  -7.8063E-01   3.0448E+00
-4.6146E-02  -1.9115E-02  -1.9622E-02   3.6324E+01   8.6029E-01  -2.1221E+00   2.2898E+00   2.7153E+02   2.4628E-08   7.1026E+01   2.9515E-01  -7.6892E-01   2.9847E+00
